246,742,17,14
79,326,21,21
516,132,13,14
427,68,18,11
550,834,10,12
420,413,22,10
905,375,29,16
178,782,16,27
904,805,15,29
663,120,27,24
742,331,23,15
834,558,23,22
219,764,21,20
669,726,29,27
608,845,27,25
841,462,29,18
793,808,17,28
916,737,16,27
958,845,15,12
468,264,25,18
134,984,22,12
114,514,10,13
753,189,23,29
24,496,21,27
375,731,14,21
170,820,18,16
243,53,18,11
566,8,10,29
160,741,28,11
796,750,20,10
949,32,23,9
339,347,25,13
369,107,19,28
61,409,26,13
756,923,6,9
400,976,18,10
573,648,19,29
160,583,26,25
493,94,10,25
689,748,13,23
752,441,20,14
627,4,27,29
745,435,11,18
48,492,17,21
753,363,29,28
477,85,15,17
159,777,20,16
10,580,12,29
646,900,24,14
233,258,20,25
973,284,13,22
984,912,10,24
422,209,22,11
674,729,27,20
564,223,29,13
439,833,15,24
409,407,3,5
53,965,21,21
384,39,15,11
190,239,18,18
48,441,26,11
231,928,13,27
326,630,23,19
16,685,16,17
295,739,13,6
276,566,20,14
288,532,11,13
400,616,11,11
593,45,26,21
183,817,19,28
42,658,11,22
560,645,20,24
259,320,13,24
602,316,21,23
426,723,5,3
385,939,13,14
717,766,14,24
0,112,14,14
114,46,12,18
820,413,10,25
517,131,16,13
60,318,16,28
61,333,17,11
791,895,14,23
49,241,14,17
66,302,17,15
843,477,12,11
876,3,21,15
686,733,27,24
657,613,29,16
470,615,13,10
228,246,25,19
697,750,25,25
485,738,24,16
70,890,16,27
671,360,12,10
760,58,29,13
411,397,19,21
403,188,16,27
870,151,23,25
490,582,27,12
290,438,19,22
87,358,24,15
497,199,19,27
788,634,26,16
372,122,7,9
890,946,13,11
826,948,23,20
320,179,11,12
697,404,26,24
477,727,11,14
9,692,15,21
282,959,21,23
771,70,10,13
566,224,21,22
738,149,10,18
140,942,14,11
617,703,18,18
569,793,22,24
43,490,15,10
57,67,25,24
837,116,20,11
949,61,24,17
826,726,26,16
249,252,15,24
193,118,17,18
889,309,27,12
147,752,23,15
20,71,18,21
259,68,25,12
477,197,24,13
398,149,24,28
216,338,16,20
871,244,16,17
356,20,14,21
408,976,15,24
890,575,12,23
859,758,13,19
388,196,13,18
392,156,10,20
401,903,23,29
640,611,12,28
149,679,13,26
362,535,18,24
814,60,26,25
651,820,11,17
613,459,26,17
731,440,19,26
582,126,12,19
818,796,28,28
434,910,13,14
937,783,16,20
293,172,14,16
136,725,17,28
204,85,14,14
766,785,18,28
46,588,28,29
918,352,21,26
826,956,11,14
69,625,17,10
572,823,22,25
739,284,15,15
244,932,20,23
579,794,11,17
508,411,16,13
412,440,20,18
919,326,29,17
400,928,14,19
263,677,20,13
394,367,15,17
26,161,29,27
384,192,15,13
464,536,18,29
788,550,29,10
146,776,12,13
328,27,14,13
100,217,18,24
912,720,14,12
890,190,28,29
322,28,19,14
276,688,24,28
245,409,29,25
232,252,23,17
31,179,10,15
701,688,11,13
321,456,27,19
468,541,19,23
410,964,23,28
107,201,14,28
681,348,17,16
642,326,10,10
663,431,27,14
650,281,11,18
771,945,25,28
957,879,18,15
806,481,13,10
4,668,29,24
263,327,23,27
603,807,10,24
425,436,17,11
97,648,29,23
173,412,17,28
569,807,17,20
444,58,28,24
740,320,20,12
435,917,20,14
642,918,28,15
626,12,21,21
888,11,29,20
752,441,20,22
446,911,18,10
226,969,12,27
79,617,29,16
26,915,15,23
162,366,21,19
860,772,19,26
111,242,15,20
914,827,15,16
388,185,10,16
24,169,16,19
892,615,18,28
797,874,10,23
903,535,10,26
253,55,4,5
428,292,13,12
637,132,16,27
725,871,14,24
704,235,28,12
52,9,16,15
573,187,29,24
621,809,10,18
639,52,29,28
315,352,24,18
636,117,27,24
851,418,15,29
127,157,28,15
350,128,13,17
785,723,15,26
685,32,11,16
640,958,25,19
414,556,22,10
457,653,29,13
385,444,25,20
275,545,21,13
700,875,15,20
50,581,14,24
622,881,10,10
398,409,25,15
205,688,18,15
368,122,14,26
319,470,12,23
380,575,11,23
721,563,21,12
512,826,13,26
505,795,11,27
466,610,21,24
570,549,29,15
197,224,28,17
6,573,23,29
88,915,18,28
744,223,10,21
708,671,19,18
852,905,15,21
438,730,15,24
537,957,14,18
269,122,20,11
908,320,25,13
666,144,21,26
377,694,24,28
278,827,18,22
451,368,12,11
973,240,16,14
786,533,13,18
560,865,16,10
381,411,25,28
969,250,25,21
739,435,21,10
320,252,18,24
769,617,13,23
565,497,24,10
572,418,14,10
767,782,11,12
683,756,18,29
275,402,28,26
288,413,18,23
731,670,28,13
328,532,21,13
531,236,23,22
733,866,10,12
736,715,18,12
95,227,22,27
984,7,5,13
632,122,10,15
372,451,14,15
64,553,15,10
476,968,26,24
328,926,11,24
48,859,20,16
736,261,27,21
233,835,15,24
180,390,11,23
316,19,17,9
513,735,29,24
611,427,27,12
222,702,29,26
772,798,18,25
329,337,21,12
325,172,27,17
279,970,12,19
968,472,28,18
274,974,15,14
246,927,19,21
573,545,24,29
977,235,13,12
193,810,28,29
341,110,22,28
651,904,18,12
34,163,14,29
753,492,4,18
84,502,28,15
871,445,19,16
850,420,17,19
27,401,14,29
454,320,24,14
544,497,12,25
628,68,20,18
373,39,24,27
735,723,19,13
786,430,21,29
872,136,14,20
345,599,13,27
43,867,10,15
290,613,25,22
915,352,22,26
384,742,28,11
645,587,25,27
371,29,25,11
569,775,23,20
404,185,11,17
758,192,5,3
261,311,19,13
377,76,26,12
390,209,16,29
715,978,28,10
313,12,25,21
576,644,26,21
133,583,20,26
776,559,28,14
76,824,15,15
443,300,14,21
939,302,18,18
972,0,16,11
468,970,19,17
446,61,26,26
369,154,12,17
487,552,23,23
793,730,17,28
547,134,10,21
874,902,16,10
892,269,29,12
692,684,12,20
828,876,21,19
571,789,29,13
397,606,28,10
187,240,21,12
448,513,20,23
818,279,18,16
444,553,12,16
861,74,17,20
655,504,10,15
142,494,10,19
634,889,23,16
777,414,13,28
257,485,20,27
281,418,27,27
514,975,13,16
131,932,16,20
348,511,28,28
646,604,10,16
800,294,11,22
709,860,15,29
289,935,24,25
202,218,10,23
271,482,28,12
241,856,15,18
561,106,25,15
927,717,27,22
642,504,16,16
636,539,18,17
697,608,14,19
332,829,20,23
677,135,19,23
557,759,20,19
177,98,17,26
522,603,17,28
550,205,28,21
396,377,16,14
249,696,22,14
17,92,22,18
345,538,10,28
364,166,21,21
417,719,24,12
510,787,22,28
985,692,11,18
789,442,24,19
73,917,11,21
290,452,27,15
231,310,16,12
484,681,24,17
193,829,10,27
569,107,10,13
120,434,11,15
349,475,11,15
530,147,19,15
359,186,26,12
227,776,16,29
519,40,27,23
959,898,28,22
785,484,19,14
697,749,16,24
154,171,11,5
100,34,14,26
382,604,24,13
909,962,19,12
902,827,21,29
718,232,22,13
627,819,20,29
475,93,19,10
848,426,28,19
563,225,29,28
14,575,8,16
577,131,22,27
296,518,16,18
752,720,26,13
226,829,18,20
333,588,18,17
214,347,17,24
921,386,12,15
29,603,28,24
250,139,10,23
267,705,18,25
610,374,12,20
478,879,11,19
978,512,14,29
307,739,27,26
375,740,12,18
284,17,19,21
588,765,22,27
47,604,14,13
823,797,14,22
311,116,23,24
38,597,28,24
449,981,28,14
852,122,15,15
957,745,14,10
436,80,27,15
280,619,25,27
726,742,14,11
422,240,24,24
394,362,22,20
324,13,14,4
521,558,19,11
743,909,19,20
72,559,16,19
718,129,13,13
652,467,19,22
418,462,20,25
947,304,29,11
815,155,26,12
482,470,28,10
188,624,18,17
432,72,18,13
760,928,28,23
797,136,18,25
872,572,20,27
552,513,28,22
794,3,21,10
119,721,17,14
273,924,10,12
672,148,10,18
239,725,20,25
724,29,18,27
574,885,28,29
900,19,11,14
632,503,28,16
133,763,29,24
546,227,11,11
58,468,26,22
176,566,28,22
282,923,20,17
403,439,19,12
942,98,18,18
746,920,19,16
130,75,13,27
338,959,19,11
343,166,16,17
745,931,10,10
191,16,17,21
821,729,18,16
790,757,29,14
613,301,15,27
403,743,19,23
972,50,14,19
264,964,14,24
129,59,13,22
917,362,17,6
162,152,24,11
696,565,29,18
420,222,27,19
294,619,27,15
51,459,29,26
728,228,19,15
155,129,15,27
412,774,29,15
63,338,12,28
539,860,26,22
730,866,24,16
652,919,18,21
930,390,12,14
300,138,26,19
632,827,17,21
801,820,18,14
754,341,10,28
773,487,27,16
635,405,14,17
319,437,25,13
687,852,26,29
301,684,16,12
523,445,15,22
598,336,20,27
562,228,21,12
452,63,16,17
371,549,10,28
874,747,15,14
180,158,12,17
611,49,27,22
491,101,28,27
393,690,13,15
809,281,19,26
314,718,28,29
601,375,27,21
171,541,16,26
983,897,16,29
541,668,11,14
377,144,17,23
335,812,18,24
644,591,18,14
833,577,26,22
758,290,26,15
445,294,12,17
726,243,13,25
97,941,23,11
503,558,23,24
912,78,21,10
745,940,23,19
556,106,20,29
737,711,14,13
900,760,27,13
854,674,10,16
213,720,16,28
88,507,19,17
147,363,16,29
284,574,16,22
833,654,29,10
567,823,15,21
445,662,13,12
189,709,16,27
907,194,29,24
153,904,12,17
397,714,17,11
52,273,15,29
383,223,23,24
462,129,14,12
551,577,17,25
755,190,16,10
137,509,7,10
131,328,12,25
232,740,12,20
163,108,28,15
100,704,22,28
967,705,26,25
715,412,24,29
464,41,10,18
612,506,8,3
655,710,23,24
834,312,26,28
899,326,20,11
133,148,19,27
12,163,16,17
316,105,26,13
104,512,28,15
532,119,10,18
190,940,26,17
729,918,20,17
874,556,19,26
202,542,20,21
71,404,23,11
869,332,10,13
482,662,24,27
510,754,21,10
341,301,27,18
178,163,29,16
884,473,20,21
86,490,10,27
349,299,11,15
565,35,17,12
364,469,18,11
141,866,24,14
936,53,25,29
492,801,16,10
310,686,18,19
491,579,15,10
749,937,18,21
331,880,20,19
618,510,10,10
622,696,18,23
53,592,21,21
623,218,29,14
150,821,11,16
109,291,23,27
301,915,24,12
427,308,29,14
428,763,27,12
295,79,17,13
942,848,21,10
708,941,28,15
91,100,29,26
84,151,24,21
144,387,25,12
209,103,11,20
212,232,27,11
679,15,12,24
342,960,25,22
296,385,26,14
573,72,23,19
137,890,19,23
332,937,24,19
327,809,13,27
947,29,29,20
580,213,13,18
530,926,17,21
232,800,26,18
486,543,26,24
305,520,24,27
878,87,20,29
646,809,11,28
530,814,24,22
709,124,18,24
770,777,13,22
296,436,12,18
954,721,22,27
606,851,21,15
719,929,18,19
861,896,16,21
780,130,16,10
159,280,25,25
518,816,26,21
438,299,26,25
532,439,20,24
536,437,26,28
827,431,29,29
188,751,27,10
914,165,28,25
587,57,17,22
331,213,17,29
979,54,11,26
420,404,13,23
208,553,17,27
751,664,11,16
812,530,28,22
574,79,19,10
881,301,16,22
830,920,26,24
312,477,12,16
279,512,15,22
643,569,22,26
220,821,25,24
68,10,20,29
805,487,28,17
128,518,29,18
251,702,11,15
472,874,20,12
768,142,23,20
527,755,21,24
504,944,29,23
359,23,7,14
529,551,15,22
544,570,19,12
949,751,18,19
675,798,22,16
420,780,14,13
387,238,14,17
242,935,25,26
45,774,20,10
710,666,28,19
702,222,18,18
951,877,12,13
849,664,10,21
397,675,18,27
132,667,21,23
979,5,15,20
741,490,25,25
899,467,16,11
94,492,29,10
377,100,20,11
557,519,24,21
649,818,17,24
680,281,23,18
82,651,12,21
486,504,19,22
137,483,25,22
601,833,27,29
552,288,16,14
682,809,26,11
421,825,27,27
382,239,10,25
892,265,20,29
324,261,8,3
47,166,12,23
527,60,13,12
672,679,24,25
12,185,16,16
661,426,18,16
239,782,17,24
773,616,23,11
736,208,29,28
936,402,21,12
86,240,17,23
976,512,21,19
711,553,17,10
885,722,10,14
418,718,27,26
217,77,13,29
84,881,11,13
960,88,14,21
352,132,24,23
282,126,27,28
103,518,16,11
679,756,23,17
738,442,19,13
870,126,13,29
859,555,16,14
115,138,21,14
343,537,16,19
678,285,28,16
655,906,22,22
447,737,20,24
343,567,17,21
357,413,10,18
298,153,23,22
415,322,21,26
284,393,21,29
278,897,23,26
964,146,11,12
114,967,23,28
27,647,25,28
974,234,17,28
351,141,20,14
885,176,26,19
682,406,16,20
959,941,11,21
875,255,13,22
724,564,17,21
268,169,19,27
684,406,25,21
539,348,22,28
726,786,12,11
709,113,17,20
943,495,14,12
396,162,18,19
297,826,12,16
951,948,20,17
152,169,19,11
775,642,21,10
616,220,21,11
595,48,13,13
300,381,17,29
652,284,18,13
807,630,22,11
874,237,24,15
127,235,15,21
83,477,29,23
946,106,12,16
924,700,29,25
771,441,12,10
461,253,15,25
354,828,24,12
410,807,25,20
89,511,10,15
326,216,11,23
522,608,23,13
371,100,10,14
268,294,11,20
880,97,21,13
635,501,10,14
511,755,15,12
435,918,13,20
494,406,20,24
822,643,29,24
902,702,29,11
3,731,23,10
728,671,19,20
34,655,25,21
358,164,16,26
813,425,29,19
273,439,22,21
47,764,10,11
898,444,24,12
466,533,26,24
879,571,16,28
460,204,14,4
40,290,14,10
109,452,25,28
275,556,16,27
20,174,29,25
937,727,11,20
175,863,19,28
333,63,13,28
859,72,27,16
102,215,13,29
232,921,22,15
563,860,28,24
243,401,16,22
735,896,14,28
644,64,24,15
104,760,24,29
269,880,13,23
291,802,13,26
392,202,11,13
480,115,15,26
645,269,18,24
849,306,21,17
635,683,24,22
548,118,17,22
93,61,25,11
209,444,11,28
74,696,25,27
646,554,15,24
189,654,13,14
674,613,25,25
893,826,13,28
797,405,24,17
614,711,10,27
82,670,22,23
760,919,26,29
357,464,10,23
378,716,24,16
433,700,24,22
366,835,22,12
925,42,24,14
822,538,12,26
231,210,19,11
966,351,14,22
151,485,29,29
86,458,27,12
382,169,26,29
269,456,19,18
562,557,23,25
509,444,17,23
118,308,20,26
33,609,11,22
288,590,22,14
831,468,22,15
305,136,25,26
17,125,18,21
911,627,18,25
241,755,16,18
668,402,15,16
683,684,28,19
580,902,16,14
536,135,24,23
295,162,29,18
494,467,21,20
377,611,29,23
593,377,22,13
30,500,4,17
556,501,15,18
61,800,23,29
3,578,15,23
742,287,19,15
530,922,11,27
707,677,12,28
485,440,24,16
738,439,19,16
329,362,24,27
106,131,25,28
419,468,27,14
49,271,28,23
563,615,24,13
909,22,20,22
155,284,12,29
110,211,23,17
391,560,28,24
184,622,21,15
412,550,29,24
277,615,24,27
7,180,28,13
495,203,10,23
724,241,10,15
831,769,29,16
721,409,12,15
594,63,27,13
789,430,23,28
526,810,18,15
